In,0.4,0.6
light,0.9185667752442996,0.02280130293159609,0.03257328990228013,0.006514657980456026,0.006514657980456026,0.006514657980456026,0.006514657980456026
divided,0.009900990099009901,0.009900990099009901,0.801980198019802,0.01485148514851485,0.01485148514851485,0.0297029702970297,0.009900990099009901,0.01485148514851485,0.01485148514851485,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901
evening,0.8893805309734514,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.01327433628318584,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894
morning,0.946875,0.00625,0.0125,0.00625,0.00625,0.00625,0.009375,0.00625
firma,0.9620060790273556,0.00303951367781155,0.004559270516717325,0.004559270516717325,0.00303951367781155,0.010638297872340425,0.00303951367781155,0.00303951367781155,0.00303951367781155,0.00303951367781155
divide,0.55,0.02,0.13,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02
above,0.5806451612903226,0.2967741935483871,0.03225806451612903,0.012903225806451613,0.025806451612903226,0.012903225806451613,0.012903225806451613,0.012903225806451613,0.012903225806451613
second,0.9326241134751773,0.0070921985815602835,0.010638297872340425,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835
gathered,0.9720930232558139,0.009302325581395349,0.013953488372093023,0.004651162790697674
dry,0.265625,0.5234375,0.015625,0.015625,0.015625,0.0390625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
appear,0.9078947368421053,0.013157894736842105,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403
gathering,0.9846153846153847,0.003076923076923077,0.003076923076923077,0.003076923076923077,0.003076923076923077,0.003076923076923077
grass,0.9645390070921985,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835
herb,0.42657342657342656,0.03496503496503497,0.013986013986013986,0.20279720279720279,0.013986013986013986,0.02097902097902098,0.013986013986013986,0.02097902097902098,0.013986013986013986,0.027972027972027972,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.027972027972027972,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.013986013986013986
yield,0.7553191489361702,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.0425531914893617,0.010638297872340425,0.02127659574468085,0.010638297872340425,0.015957446808510637,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.02127659574468085,0.015957446808510637,0.010638297872340425,0.010638297872340425,0.010638297872340425
seed,0.9212328767123288,0.00684931506849315,0.00684931506849315,0.017123287671232876,0.00684931506849315,0.010273972602739725,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.010273972602739725
fruit,0.6447368421052632,0.23026315789473684,0.013157894736842105,0.019736842105263157,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.013157894736842105
tree,0.9263456090651558,0.0056657223796034,0.0056657223796034,0.028328611898016998,0.0056657223796034,0.0056657223796034,0.0056657223796034,0.0056657223796034,0.0056657223796034,0.0056657223796034
kind,0.9698275862068966,0.004310344827586207,0.004310344827586207,0.004310344827586207,0.004310344827586207,0.004310344827586207,0.004310344827586207,0.004310344827586207
whose,0.20652173913043478,0.6467391304347826,0.10326086956521739,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304
itself,0.9550321199143469,0.006423982869379015,0.004282655246252677,0.004282655246252677,0.014989293361884369,0.004282655246252677,0.004282655246252677,0.006423982869379015
third,0.009287925696594427,0.8513931888544891,0.03715170278637771,0.018575851393188854,0.01238390092879257,0.02786377708978328,0.006191950464396285,0.006191950464396285,0.009287925696594427,0.006191950464396285,0.006191950464396285,0.009287925696594427
lights,0.046052631578947366,0.019736842105263157,0.013157894736842105,0.013157894736842105,0.13815789473684212,0.17105263157894737,0.013157894736842105,0.013157894736842105,0.03289473684210526,0.039473684210526314,0.019736842105263157,0.019736842105263157,0.013157894736842105,0.019736842105263157,0.013157894736842105,0.019736842105263157,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.03289473684210526,0.013157894736842105,0.013157894736842105,0.019736842105263157,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.019736842105263157,0.019736842105263157,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105
night,0.976890756302521,0.0063025210084033615,0.004201680672268907,0.0063025210084033615,0.0063025210084033615
signs,0.850909090909091,0.03636363636363636,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.01090909090909091,0.01818181818181818,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.01090909090909091
seasons,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
greater,0.9211195928753181,0.005089058524173028,0.005089058524173028,0.010178117048346057,0.015267175572519083,0.005089058524173028,0.005089058524173028,0.005089058524173028,0.005089058524173028,0.005089058524173028,0.007633587786259542,0.005089058524173028,0.005089058524173028
rule,0.6906474820143885,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.02877697841726619,0.014388489208633094,0.014388489208633094,0.02877697841726619,0.02158273381294964,0.02877697841726619,0.014388489208633094,0.014388489208633094,0.014388489208633094
stars,0.5531914893617021,0.1574468085106383,0.00851063829787234,0.029787234042553193,0.00851063829787234,0.00851063829787234,0.01276595744680851,0.01276595744680851,0.00851063829787234,0.00851063829787234,0.00851063829787234,0.00851063829787234,0.00851063829787234,0.03829787234042553,0.00851063829787234,0.00851063829787234,0.01276595744680851,0.00851063829787234,0.01702127659574468,0.01276595744680851,0.00851063829787234,0.01276595744680851,0.01276595744680851,0.00851063829787234,0.00851063829787234,0.00851063829787234
fourth,0.9204892966360856,0.0061162079510703364,0.009174311926605505,0.01529051987767584,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364,0.009174311926605505,0.009174311926605505,0.0061162079510703364,0.0061162079510703364
abundant,0.8783783783783784,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.010810810810810811,0.005405405405405406,0.03513513513513514,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406
creature,0.06060606060606061,0.21212121212121213,0.2878787878787879,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.045454545454545456,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304
##ow,0.23655913978494625,0.5483870967741935,0.03225806451612903,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.03225806451612903,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.021505376344086023
fly,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
open,0.8617021276595744,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.031914893617021274
living,0.8962264150943396,0.018867924528301886,0.009433962264150943,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.009433962264150943
move,0.9490566037735849,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.005660377358490566,0.009433962264150943,0.0037735849056603774,0.005660377358490566,0.0037735849056603774
wing,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385
##ssed,0.01639344262295082,0.8032786885245902,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.02459016393442623,0.02459016393442623,0.01639344262295082
multi,0.9367396593673966,0.004866180048661801,0.0072992700729927005,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.0072992700729927005,0.004866180048661801,0.004866180048661801,0.004866180048661801
##ply,0.8620689655172413,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.013793103448275862,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.010344827586206896,0.010344827586206896
fill,0.8916083916083916,0.006993006993006993,0.006993006993006993,0.017482517482517484,0.024475524475524476,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.01048951048951049,0.006993006993006993,0.006993006993006993
seas,0.27848101265822783,0.02531645569620253,0.02531645569620253,0.08860759493670886,0.0379746835443038,0.02531645569620253,0.02531645569620253,0.02531645569620253,0.02531645569620253,0.02531645569620253,0.06329113924050633,0.02531645569620253,0.02531645569620253,0.0379746835443038,0.0379746835443038,0.02531645569620253,0.0379746835443038,0.02531645569620253,0.05063291139240506,0.02531645569620253,0.0379746835443038,0.02531645569620253
fifth,0.9607438016528925,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.006198347107438017,0.004132231404958678
cattle,0.9373297002724795,0.005449591280653951,0.005449591280653951,0.008174386920980926,0.005449591280653951,0.008174386920980926,0.005449591280653951,0.005449591280653951,0.008174386920980926,0.005449591280653951,0.005449591280653951
cree,0.3625,0.025,0.025,0.025,0.125,0.0625,0.025,0.025,0.025,0.025,0.0375,0.025,0.025,0.0625,0.025,0.025,0.025,0.025,0.025
##ping,0.9154228855721394,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.012437810945273632,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.014925373134328358,0.007462686567164179
##pet,0.3163265306122449,0.1326530612244898,0.02040816326530612,0.030612244897959183,0.030612244897959183,0.02040816326530612,0.12244897959183673,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
image,0.011764705882352941,0.9176470588235294,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.008823529411764706,0.0058823529411764705,0.0058823529411764705,0.011764705882352941,0.0058823529411764705,0.008823529411764706,0.0058823529411764705
dominio,0.45664739884393063,0.17341040462427745,0.023121387283236993,0.011560693641618497,0.011560693641618497,0.017341040462427744,0.011560693641618497,0.08670520231213873,0.03468208092485549,0.011560693641618497,0.017341040462427744,0.011560693641618497,0.017341040462427744,0.011560693641618497,0.023121387283236993,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.011560693641618497
fish,0.7372262773722628,0.0072992700729927005,0.0072992700729927005,0.010948905109489052,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.014598540145985401,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.010948905109489052,0.010948905109489052,0.0072992700729927005,0.0072992700729927005,0.010948905109489052,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.010948905109489052,0.0072992700729927005,0.0072992700729927005,0.01824817518248175
sea,0.6211453744493393,0.31277533039647576,0.00881057268722467,0.00881057268722467,0.022026431718061675,0.00881057268722467,0.00881057268722467,0.00881057268722467
air,0.2602040816326531,0.025510204081632654,0.01020408163265306,0.01020408163265306,0.015306122448979591,0.33163265306122447,0.01020408163265306,0.09693877551020408,0.03571428571428571,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.015306122448979591,0.015306122448979591,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306
male,0.7100591715976331,0.011834319526627219,0.011834319526627219,0.01775147928994083,0.01775147928994083,0.011834319526627219,0.011834319526627219,0.011834319526627219,0.011834319526627219,0.01775147928994083,0.011834319526627219,0.029585798816568046,0.04142011834319527,0.011834319526627219,0.011834319526627219,0.011834319526627219,0.023668639053254437,0.011834319526627219,0.011834319526627219
female,0.0625,0.0625,0.0625,0.0625,0.1875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
rep,0.9453781512605042,0.012605042016806723,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815
##sh,0.9003322259136213,0.009966777408637873,0.016611295681063124,0.009966777408637873,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.009966777408637873,0.006644518272425249,0.006644518272425249,0.006644518272425249
sub,0.7884057971014493,0.005797101449275362,0.005797101449275362,0.06086956521739131,0.043478260869565216,0.005797101449275362,0.011594202898550725,0.005797101449275362,0.005797101449275362,0.011594202898550725,0.005797101449275362,0.005797101449275362,0.005797101449275362,0.005797101449275362,0.008695652173913044,0.005797101449275362,0.005797101449275362,0.005797101449275362,0.005797101449275362
##due,0.8536585365853658,0.004434589800443459,0.06208425720620843,0.004434589800443459,0.004434589800443459,0.004434589800443459,0.008869179600886918,0.0066518847006651885,0.004434589800443459,0.004434589800443459,0.011086474501108648,0.004434589800443459,0.004434589800443459,0.004434589800443459,0.004434589800443459,0.004434589800443459,0.004434589800443459,0.004434589800443459
bearing,0.03225806451612903,0.08064516129032258,0.03225806451612903,0.4838709677419355,0.03225806451612903,0.08064516129032258,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.04838709677419355,0.03225806451612903,0.04838709677419355,0.03225806451612903
meat,0.9636803874092009,0.004842615012106538,0.004842615012106538,0.012106537530266344,0.004842615012106538,0.009685230024213076
green,0.879154078549849,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.00906344410876133,0.006042296072507553,0.006042296072507553,0.012084592145015106,0.00906344410876133,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.006042296072507553,0.006042296072507553
very,0.19662921348314608,0.7303370786516854,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.016853932584269662,0.011235955056179775
sixth,0.6121495327102804,0.009345794392523364,0.09345794392523364,0.018691588785046728,0.018691588785046728,0.028037383177570093,0.009345794392523364,0.02336448598130841,0.02336448598130841,0.014018691588785047,0.009345794392523364,0.009345794392523364,0.018691588785046728,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.014018691588785047,0.02336448598130841,0.009345794392523364
Thus,0.6523605150214592,0.04721030042918455,0.017167381974248927,0.008583690987124463,0.11587982832618025,0.008583690987124463,0.017167381974248927,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.012875536480686695
finished,0.9158576051779935,0.012944983818770227,0.006472491909385114,0.006472491909385114,0.006472491909385114,0.009708737864077669,0.009708737864077669,0.006472491909385114,0.006472491909385114,0.006472491909385114,0.006472491909385114,0.006472491909385114
host,0.95,0.0075,0.01,0.005,0.0075,0.005,0.005,0.005,0.005
seventh,0.8699186991869918,0.008130081300813009,0.012195121951219513,0.012195121951219513,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.012195121951219513,0.012195121951219513,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.008130081300813009
ended,0.1595744680851064,0.031914893617021274,0.02127659574468085,0.031914893617021274,0.031914893617021274,0.40425531914893614,0.02127659574468085,0.031914893617021274,0.031914893617021274,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.031914893617021274,0.02127659574468085,0.02127659574468085,0.031914893617021274,0.02127659574468085,0.02127659574468085
reste,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
san,0.6497695852534562,0.2488479262672811,0.013824884792626729,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.027649769585253458,0.009216589861751152,0.013824884792626729,0.009216589861751152
##cti,0.9254807692307693,0.038461538461538464,0.007211538461538462,0.004807692307692308,0.004807692307692308,0.009615384615384616,0.004807692307692308,0.004807692307692308
##fied,0.9594882729211087,0.0042643923240938165,0.008528784648187633,0.0042643923240938165,0.0042643923240938165,0.0042643923240938165,0.0042643923240938165,0.0042643923240938165,0.006396588486140725
These,0.9498432601880877,0.006269592476489028,0.006269592476489028,0.006269592476489028,0.006269592476489028,0.018808777429467086,0.006269592476489028
generations,0.8969957081545065,0.012875536480686695,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.008583690987124463,0.012875536480686695,0.017167381974248927,0.008583690987124463,0.008583690987124463,0.008583690987124463
plant,0.013333333333333334,0.02,0.24,0.4066666666666667,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334
field,0.8742138364779874,0.012578616352201259,0.0440251572327044,0.0440251572327044,0.012578616352201259,0.012578616352201259
grew,0.8622589531680441,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.008264462809917356,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.011019283746556474,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.008264462809917356,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.011019283746556474,0.005509641873278237,0.005509641873278237,0.005509641873278237
caused,0.20175438596491227,0.6140350877192983,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.02631578947368421,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
rain,0.9390862944162437,0.02030456852791878,0.01015228426395939,0.01015228426395939,0.01015228426395939,0.01015228426395939
till,0.9587628865979382,0.006872852233676976,0.006872852233676976,0.006872852233676976,0.006872852233676976,0.006872852233676976,0.006872852233676976
ground,0.9421768707482994,0.017006802721088437,0.006802721088435374,0.01020408163265306,0.006802721088435374,0.01020408163265306,0.006802721088435374
mis,0.8177777777777778,0.008888888888888889,0.022222222222222223,0.013333333333333334,0.013333333333333334,0.03111111111111111,0.008888888888888889,0.008888888888888889,0.013333333333333334,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.008888888888888889
whole,0.7,0.014285714285714285,0.19285714285714287,0.014285714285714285,0.02142857142857143,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285
formed,0.7880794701986755,0.013245033112582781,0.013245033112582781,0.019867549668874173,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.019867549668874173,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.013245033112582781
dust,0.8308270676691729,0.06390977443609022,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.015037593984962405,0.011278195488721804,0.011278195488721804,0.007518796992481203,0.015037593984962405,0.007518796992481203,0.007518796992481203
nostri,0.9794117647058823,0.004411764705882353,0.0058823529411764705,0.007352941176470588,0.0029411764705882353
##ls,0.8886010362694301,0.03367875647668394,0.0051813471502590676,0.007772020725388601,0.015544041450777202,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676,0.007772020725388601,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676
##eath,0.24390243902439024,0.04878048780487805,0.3902439024390244,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805
became,0.875,0.010416666666666666,0.020833333333333332,0.015625,0.010416666666666666,0.026041666666666668,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666
planted,0.8461538461538461,0.019230769230769232,0.00641025641025641,0.00641025641025641,0.009615384615384616,0.009615384615384616,0.00641025641025641,0.009615384615384616,0.00641025641025641,0.00641025641025641,0.01282051282051282,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.009615384615384616
garden,0.027777777777777776,0.018518518518518517,0.018518518518518517,0.39814814814814814,0.018518518518518517,0.018518518518518517,0.2037037037037037,0.027777777777777776,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.027777777777777776,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517
east,0.8870431893687708,0.006644518272425249,0.036544850498338874,0.006644518272425249,0.023255813953488372,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.006644518272425249
##ward,0.9150943396226415,0.007075471698113208,0.0047169811320754715,0.0047169811320754715,0.0047169811320754715,0.01650943396226415,0.007075471698113208,0.007075471698113208,0.0047169811320754715,0.0047169811320754715,0.009433962264150943,0.0047169811320754715,0.0047169811320754715,0.0047169811320754715
Eden,0.9147424511545293,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.02486678507992895,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.003552397868561279
grow,0.9411764705882353,0.009287925696594427,0.006191950464396285,0.006191950464396285,0.006191950464396285,0.006191950464396285,0.006191950464396285,0.006191950464396285,0.006191950464396285,0.006191950464396285
pl,0.9602649006622517,0.004415011037527594,0.004415011037527594,0.004415011037527594,0.004415011037527594,0.004415011037527594,0.004415011037527594,0.004415011037527594,0.004415011037527594,0.004415011037527594
##eas,0.9,0.008,0.008,0.008,0.012,0.016,0.016,0.008,0.008,0.008,0.008
##ant,0.9073482428115016,0.009584664536741214,0.012779552715654952,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476
sight,0.9104046242774566,0.005780346820809248,0.005780346820809248,0.011560693641618497,0.049132947976878616,0.005780346820809248,0.005780346820809248,0.005780346820809248
food,0.5181818181818182,0.21818181818181817,0.01818181818181818,0.045454545454545456,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818
knowledge,0.9702517162471396,0.006864988558352402,0.004576659038901602,0.004576659038901602,0.004576659038901602,0.004576659038901602,0.004576659038901602
river,0.5206611570247934,0.23140495867768596,0.04132231404958678,0.01652892561983471,0.01652892561983471,0.024793388429752067,0.024793388429752067,0.01652892561983471,0.01652892561983471,0.01652892561983471,0.01652892561983471,0.01652892561983471,0.01652892561983471,0.024793388429752067
parte,0.9416058394160584,0.0036496350364963502,0.005474452554744526,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.005474452554744526,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502
heads,0.291044776119403,0.5223880597014925,0.022388059701492536,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358
Pi,0.9347014925373134,0.0037313432835820895,0.0037313432835820895,0.0037313432835820895,0.011194029850746268,0.0037313432835820895,0.005597014925373134,0.005597014925373134,0.007462686567164179,0.0037313432835820895,0.005597014925373134,0.0037313432835820895,0.0037313432835820895,0.0037313432835820895
Ha,0.925531914893617,0.0070921985815602835,0.0070921985815602835,0.024822695035460994,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835
