subword,entropy
mula,1.0928831504168488
menciptakan,1.3991396622897276
alam,1.486296743870136
seme,1.0694534049123015
##sta,1.112515638828434
belum,0.40069404892443583
berbentuk,4.070511489119486
##ca,1.0426275188440042
bala,1.0791995134382373
Sam,1.3600016353591167
##udra,1.924979933649413
berg,0.2836997422330202
##elor,4.543057694064253
##tup,0.5366303507295426
dili,2.3211025223793667
##put,1.2676298514028739
gela,1.7223955191410094
gul,2.8932822952032007
kuasa,0.26581660038849025
bergerak,0.45711802205166374
permukaan,0.32700439400005177
##dila,1.1479128419419011
sen,0.448933027394081
##pis,2.121575444160492
##ahkan,0.9882777819936289
dinamakan,1.482814181293181
Sia,1.6654992912759028
Mala,2.9472521825533695
lewat,0.7426472280805063
jadi,0.9182958340544896
pagi,0.5869084545673382
pertama,0.864188999525924
Demi,1.3982202922963227
##kian,1.9690318570479635
##mis,2.9256957160071906
bawah,0.7047751162634154
Kuba,0.6730065140014311
Lang,2.529362387150014
##it,0.856987653374925
Hen,1.526528289953189
langit,1.5049296288043519
##gali,1.1709525141253094
##lih,1.7539347046192175
##mak,1.4667325745006954
kumpulan,4.363966707392709
Laut,0.9245711409068578
mengeluarkan,0.7460449576082462
macam,1.5557588765004873
tumbuh,0.8380855798974486
tumbuhan,0.6001508900585598
jenis,0.7657476092832689
menghasilkan,2.50940334507998
bij,3.6946560645723063
##ian,1.0434899526851484
ketiga,1.4566895766047279
benda,1.3501353001489063
mener,0.7807798767689176
menunjukkan,0.4081677854420961
saat,1.3322256699948873
raya,0.5731775183914136
agama,0.9037847309936033
matahari,1.9986757650142677
##guas,1.0141091084898455
bulan,0.4114297351980345
selain,1.3238388647638095
dibuat,0.8096397540981566
bintang,0.7993985269931735
keempat,0.7151547948291791
##rker,1.2304492503487767
##luk,1.479744579409182
udara,0.8047204807939763
##bangan,0.4125769980656615
burung,0.6889822373157112
rak,3.3647668156475095
##sas,3.209354334642164
laut,0.251023644934453
member,1.6290423146894584
berkembang,0.4497752945209875
memenuhi,1.3280595209463835
##rta,1.1682060914321382
##lima,1.1731858679717249
dar,3.1312136966685835
li,0.8192119590540958
maupun,0.39883565011466116
kecil,1.5012590494163713
##karang,0.9349556925733487
Kita,0.7240256732781357
##upa,0.9396085468183029
berkuasa,0.4995508102653406
ikan,2.862502420637658
dijadikan,1.0666319112622347
##cipta,1.99108042411035
perempuan,0.37303758806783766
##ber,1.1385205282951967
u,1.2419460322060458
##cap,0.597015679690645
##cu,1.4218423686256603
##dia,1.0602245689690466
##mi,0.40540294870116983
mu,0.5254918570095828
##ain,3.864578373902384
##gas,0.9602216028646076
##gurus,1.4287865692255635
Untuk,0.8565307054149564
makanan,0.6178771088087553
##beri,0.6779591077773385
lainnya,1.0363082558582022
rum,0.7267197560265549
tanaman,1.4071185798437054
##rda,0.897848371814627
##mand,2.4336645226803713
keen,3.195577644308867
selesai,0.5452145707940048
##uju,2.2808782841576285
menyelesaikan,1.4225422082792243
pekerjaan,0.9819407868640977
##stir,2.9949446068657846
##aha,3.3723558900734467
khusus,0.5648039502848659
setelah,1.0492600913686863
ri,1.5579944775073022
##way,0.12018811370039725
Ketika,0.4994651223677371
beni,0.3500504033469476
##rtu,1.7824484792002568
##nas,0.7685159641418665
tan,0.5826074600574792
##runk,0.9997384112882971
hujan,0.6640317829047907
##ger,1.053333105055196
##jakan,0.8028380280255741
mere,0.3922817218464919
##sah,2.5177958730139656
sedikit,0.26688761869127653
membentuk,1.719597692917109
##ghe,2.119781985889211
##skan,0.4715989008930484
nap,0.5110074309379727
lub,2.437097533799065
hi,1.1574860247587466
##dung,1.8568597772122717
##lan,0.8254857266734456
##jut,2.365818761628606
taman,0.5652418183643305
Eden,0.22656498132286626
timur,1.6147413057864344
##tkan,0.5714431305694786
ind,0.8004834290150118
pengetahuan,1.7001291163051033
Sebuah,3.1701974055019533
sungai,1.4438555159189366
luar,0.8120271161570395
##bagi,0.9194032864138312
empat,0.5730199889725923
cabang,1.3031943049884422
bernama,0.9852376546674538
Pi,0.38869824693880817
##gel,0.6901602894934482
##iling,0.9846089314767704
Ha,0.498898650958786
##wil,0.31852202737220725
terdapat,0.7776344870013976
emas,0.5699571915895283
mur,0.48193491853415377
wa,1.5929838098589122
##ngi,0.82385856371514
sul,3.0568543414620004
##pero,1.5923894426251963
##leh,0.5601336882932542
##mata,2.69676657194966
Sungai,0.7763327865536968
G,0.8841907746831535
##on,0.9774896037033212
Ti,1.0683445441241384
As,1.9006498137212335
E,0.977197746764782
##fra,2.77309814828206
##mel,2.7337534162387334
##ara,0.6827304378509542
kecuali,0.5825391533387604
Bu,0.8410976996520476
jika,0.18727536832128655
memakan,1.0577030838882688
pasti,0.8778580139034373
Tidak,0.6609891045818794
teman,1.8062295440569784
co,2.132389105705324
##cok,0.554835278767864
membantu,0.8910598747861018
dibawa,0.7183170440505323
diberikan,1.9902209815985337
asal,0.3850076437045249
namanya,1.7035406344961395
antaranya,3.1280852788913944
tid,1.5609984479614434
nye,0.3547604038985233
sela,0.7558859119342797
salah,0.17771156313769645
tubuh,1.0505636700495735
bekas,2.0562150093974405
daging,0.14809932467923284
Dari,0.3572423735171977
Ini,0.5791584024176515
##lang,1.147316411837673
diambil,1.0581645111963567
ibunya,1.192182091611231
keduanya,1.1523193988961378
##ki,0.9419259721251326
tela,1.0195555438433068
##nja,1.558114127590059
merasa,0.2693477231182912
mal,0.8583594731358056
U,1.9083506173298748
paling,1.6595903402313343
##cik,1.547396687486163
##lara,2.7443583242053355
Kami,0.672558851652073
