subword,entropy
Pr,1.0311957371523075
##ad,2.684346967658133
##em,1.5241211378022541
##vida,3.6926404388180516
##lo,0.7125650627490194
##sa,0.4478761903918889
##ub,1.3714575722428364
gel,0.912301115637255
##mes,0.509921149474792
Dva,0.7018373393533466
vand,0.25721528932129256
Tea,3.559900001923083
##tsi,4.173741004234821
##rand,0.6170703854278592
##viesa,1.9332142430916748
##sir,0.8207977530227506
##ado,1.239966032748791
mat,0.39789571702991977
##vies,0.8185276858925091
##sky,1.517766471258462
##sos,2.553768709176382
##vad,0.4030746827671496
nak,0.43824677583097443
##timi,2.0949459317703036
va,0.798370840874096
##kara,0.27515038499785477
ry,0.6162910724282142
pirmo,2.384622306860784
tv,0.84101934094554
##irt,0.6835523432108911
##uma,0.49886340936383816
tea,0.5868932758249089
##ria,0.9365922066423475
##enis,0.5197017899745272
įvyko,0.6035144636348467
##gum,1.4327006505536355
##ant,1.3248222375055745
Te,0.7878447930488828
##sus,1.3252903064009414
##iren,4.137678432099946
##eny,2.374220553987168
vieną,0.43550446470950815
vietą,0.29425296868353856
##pasi,0.21717523853095674
##rod,0.9353117787057219
##sum,0.7098395676005621
sam,0.7081755517353029
##pl,1.9652161796693437
##j,0.6371464199255736
##rom,0.426874441916433
##gul,0.9910760598382222
##gina,0.6496177046279529
##ol,0.9348836500967996
auga,0.9153236023197052
##lus,0.9808670690884371
##dan,1.1967939772903933
##klą,0.6169136748656798
##sme,3.6559727152102632
##kla,0.5852159202710494
##gino,0.16779127653444403
med,1.3699086138454877
##sius,1.4058692763983165
tre,1.1065919719117385
##umo,0.6837383095255782
##ski,0.5875755054714272
##rti,0.856614769776272
žen,0.4307066080846049
laiku,1.780175139346635
dienas,0.1631093785586333
metus,0.2504701231766326
Jos,0.6885327664019084
##ba,0.384335542969298
##vie,0.7148023758738062
##eles,4.584286116146068
##že,0.5969891580538575
##des,2.731674026385602
##st,0.9548941256859621
##mei,0.2870625010069293
##rt,0.5239929873940382
kn,1.1176892818335968
##ib,1.9447602519428686
##v,0.641031551800356
pau,2.0145443812238115
##sk,0.9292337440607404
##ng,2.2182365076351847
##ėse,0.8322339815732869
##elius,3.600014197672595
jūros,0.46156442294122435
##viu,0.33881292313592565
vandens,0.8472567888406574
##imin,0.8693479367981277
tard,0.6280813160342826
##amas,1.530557829918884
B,0.2294525485968942
##sing,3.2171051933724524
##pil,0.2750966603301946
##pri,0.5102709644833802
##oji,0.798264503998264
##vul,0.7913038112402139
ro,3.7965239486156146
##pli,1.5583003148566608
##kini,0.9729462502196067
##ris,1.3609187688219084
Pada,0.7195301301253597
##ryk,1.2878389625756697
##ime,0.30457193363671914
##zd,0.9388108096501349
pan,1.208752431212945
##vald,0.27106925068685095
##uv,0.41850490600058066
##ngi,0.896369383552053
gyvena,0.29992821336621794
##er,0.548903430216554
##yki,0.39522616321955806
vie,0.5009151130579031
##pata,1.756027284225974
##uki,0.3166971309895702
##vam,0.8699986249780649
##rui,1.5505996653884755
##uta,0.3647088209677715
##via,1.7975685414587614
kurios,0.35423998268146467
##šiu,1.1528757996278314
kurių,0.3852303839353897
maist,1.0491162654376562
##ali,2.6896388571522207
##jan,0.9708095172841914
##rę,1.170522031182831
labai,0.4589509369277496
Bu,0.8610598723168121
##što,0.6987880499741768
##vert,0.3402798508160328
pu,0.3500779338472405
##lka,0.3037200033266032
##int,1.2449764359572284
ils,0.49598406588341243
##bų,0.5962747393356729
##liko,0.6519146531446545
##venti,1.4180243675691409
joj,1.5892587681044181
##kūrė,0.37721351529007424
To,0.5488240622467863
##lm,4.498412521516173
suku,3.1893352802474677
nebuvo,0.13638810920096223
visas,0.9423047724615048
než,0.44729695484800647
liet,0.2209634869934649
##dir,2.633008320287576
##bt,0.6865267797242091
Mi,0.20265907025075044
##gla,0.3403010921697769
kilo,1.2402763063678959
dr,0.7095277284293825
##kin,1.1026452787084455
##šių,1.77355496458984
##lki,1.5034735318351289
##ner,2.650033634357889
##ves,0.8131027451179149
##pą,1.6732481815111147
tapo,0.6625215948368944
##la,0.5025560652435254
so,0.4765082068680311
Eden,2.5654483718208256
rytuose,3.291958653870374
##ven,0.7141713450025384
##dino,0.27540762577704625
##kių,1.635095157860639
##žių,0.4288371601244685
gra,0.7755950210354707
vid,0.5166697083740309
##ury,0.8236751788767388
##žini,0.5052653454175052
gero,1.0
blog,0.2494975599513587
Up,3.1219280948873624
tek,0.4559265210529831
##ako,0.8053436155518899
##uria,2.273521653057473
up,0.43424850604732623
Pi,0.22727953416394256
##rmo,0.516569246064509
##sios,1.1965269623580799
##šo,0.2831645196075242
Ji,0.7946284115295316
teka,2.196552774291048
##link,1.3317074476507267
Ha,0.5476069514766667
##vil,0.9130100197395974
rand,3.667122467287096
##ksa,0.7622429111605898
šalies,0.2539934146039175
Ten,1.1185844495595012
##eli,0.32883499201152144
oni,2.8457161418005565
##kso,1.0693334520644793
##men,0.9291666014199533
Ant,0.9512437823434564
##ros,0.6544000945107487
##ios,0.2137664815088036
upės,0.8695942126457323
##ih,4.53443737515804
##onas,1.1094261752387724
Ku,1.3847731313937912
Tre,0.670288128749688
##čios,1.1475451506656411
Ti,0.8937840570300934
##gra,0.5771822663340861
rytus,0.45212444748443964
As,1.1398881103355696
Eu,3.5285163298619855
##fra,1.7414549959148378
##ėmė,0.4087277680387622
##gui,2.4802808907919327
Nuo,0.8186307963316293
leis,0.6625030306913411
##valg,1.134969974603941
##rai,0.9380428859259754
##gera,0.40449423767614556
būti,0.2512543462993702
viena,0.9609805761977209
##rys,1.3216778547927888
