Au,0.5,0.5
##para,0.056338028169014086,0.7394366197183099,0.014084507042253521,0.014084507042253521,0.035211267605633804,0.014084507042253521,0.02112676056338028,0.014084507042253521,0.02112676056338028,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521
appel,0.8177339901477833,0.009852216748768473,0.009852216748768473,0.009852216748768473,0.014778325123152709,0.009852216748768473,0.014778325123152709,0.009852216748768473,0.009852216748768473,0.034482758620689655,0.019704433497536946,0.014778325123152709,0.014778325123152709,0.009852216748768473
nuit,0.8773584905660378,0.009433962264150943,0.009433962264150943,0.0330188679245283,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.014150943396226415,0.009433962264150943,0.009433962264150943
Ainsi,0.8395061728395061,0.012345679012345678,0.0205761316872428,0.00823045267489712,0.00823045267489712,0.012345679012345678,0.012345679012345678,0.00823045267489712,0.01646090534979424,0.00823045267489712,0.012345679012345678,0.00823045267489712,0.00823045267489712,0.00823045267489712,0.00823045267489712,0.00823045267489712
soir,0.9083094555873925,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.025787965616045846,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.008595988538681949,0.0057306590257879654
matin,0.8947368421052632,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.017543859649122806,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269
premier,0.21978021978021978,0.6593406593406593,0.02197802197802198,0.03296703296703297,0.02197802197802198,0.02197802197802198,0.02197802197802198
Qu,0.8958333333333334,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.010416666666666666,0.010416666666666666
ait,0.6521739130434783,0.11304347826086956,0.02608695652173913,0.017391304347826087,0.017391304347826087,0.06086956521739131,0.034782608695652174,0.017391304347826087,0.017391304347826087,0.02608695652173913,0.017391304347826087
étend,0.0057306590257879654,0.9541547277936963,0.011461318051575931,0.011461318051575931,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654
##ue,0.5,0.23,0.02,0.02,0.03,0.05,0.02,0.02,0.02,0.04,0.03,0.02
##pare,0.043478260869565216,0.2318840579710145,0.028985507246376812,0.34782608695652173,0.028985507246376812,0.043478260869565216,0.057971014492753624,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.043478260869565216,0.028985507246376812
dessous,0.9083557951482479,0.005390835579514825,0.008086253369272238,0.005390835579514825,0.005390835579514825,0.005390835579514825,0.005390835579514825,0.005390835579514825,0.013477088948787063,0.008086253369272238,0.008086253369272238,0.005390835579514825,0.005390835579514825,0.005390835579514825,0.005390835579514825
ciel,0.9028776978417267,0.04316546762589928,0.007194244604316547,0.007194244604316547,0.01079136690647482,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.007194244604316547
second,0.012269938650306749,0.6319018404907976,0.05521472392638037,0.0736196319018405,0.018404907975460124,0.012269938650306749,0.012269938650306749,0.018404907975460124,0.03680981595092025,0.012269938650306749,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.012269938650306749,0.012269938650306749,0.012269938650306749,0.012269938650306749,0.012269938650306749
ras,0.9649122807017544,0.005012531328320802,0.015037593984962405,0.005012531328320802,0.005012531328320802,0.005012531328320802
##semble,0.8325123152709359,0.019704433497536946,0.009852216748768473,0.009852216748768473,0.04926108374384237,0.014778325123152709,0.009852216748768473,0.009852216748768473,0.009852216748768473,0.014778325123152709,0.009852216748768473,0.009852216748768473
seul,0.8674698795180723,0.008032128514056224,0.01606425702811245,0.008032128514056224,0.008032128514056224,0.008032128514056224,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.008032128514056224,0.008032128514056224,0.008032128514056224,0.008032128514056224,0.008032128514056224,0.008032128514056224
sec,0.7194244604316546,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.02158273381294964,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094,0.014388489208633094
para,0.39622641509433965,0.05660377358490566,0.07547169811320754,0.03773584905660377,0.03773584905660377,0.20754716981132076,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.03773584905660377
##isse,0.512,0.256,0.064,0.016,0.048,0.016,0.016,0.016,0.016,0.024,0.016
ama,0.9459459459459459,0.004158004158004158,0.006237006237006237,0.004158004158004158,0.004158004158004158,0.008316008316008316,0.004158004158004158,0.004158004158004158,0.006237006237006237,0.004158004158004158,0.004158004158004158,0.004158004158004158
Puis,0.864321608040201,0.005025125628140704,0.007537688442211055,0.005025125628140704,0.05527638190954774,0.005025125628140704,0.005025125628140704,0.007537688442211055,0.005025125628140704,0.005025125628140704,0.010050251256281407,0.005025125628140704,0.005025125628140704,0.005025125628140704,0.005025125628140704,0.005025125628140704
##ise,0.42342342342342343,0.018018018018018018,0.018018018018018018,0.018018018018018018,0.26126126126126126,0.018018018018018018,0.018018018018018018,0.0990990990990991,0.018018018018018018,0.018018018018018018,0.018018018018018018,0.018018018018018018,0.018018018018018018,0.018018018018018018,0.018018018018018018
ver,0.8823529411764706,0.024509803921568627,0.00980392156862745,0.024509803921568627,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745
##dure,0.9776714513556619,0.003189792663476874,0.004784688995215311,0.004784688995215311,0.003189792663476874,0.003189792663476874,0.003189792663476874
herb,0.9107142857142857,0.00510204081632653,0.01020408163265306,0.00510204081632653,0.007653061224489796,0.00510204081632653,0.007653061224489796,0.00510204081632653,0.015306122448979591,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.007653061224489796
portant,0.8644688644688645,0.01098901098901099,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.007326007326007326,0.014652014652014652,0.007326007326007326,0.007326007326007326
seme,0.6080402010050251,0.135678391959799,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.01507537688442211,0.010050251256281407,0.010050251256281407,0.01507537688442211,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.01507537688442211,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407,0.010050251256281407
arbres,0.9655172413793104,0.004056795131845842,0.004056795131845842,0.004056795131845842,0.006085192697768763,0.004056795131845842,0.004056795131845842,0.004056795131845842,0.004056795131845842
fruit,0.9615384615384616,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.01583710407239819,0.004524886877828055,0.004524886877828055
##iers,0.010050251256281407,0.8492462311557789,0.03015075376884422,0.010050251256281407,0.07035175879396985,0.010050251256281407,0.010050251256281407,0.010050251256281407
donnant,0.03636363636363636,0.03636363636363636,0.2727272727272727,0.03636363636363636,0.10909090909090909,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.05454545454545454,0.07272727272727272,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.05454545454545454,0.03636363636363636
espèce,0.8536585365853658,0.005420054200542005,0.005420054200542005,0.008130081300813009,0.005420054200542005,0.013550135501355014,0.008130081300813009,0.005420054200542005,0.02710027100271003,0.01084010840108401,0.008130081300813009,0.008130081300813009,0.013550135501355014,0.005420054200542005,0.005420054200542005,0.01084010840108401,0.005420054200542005
##isit,0.027777777777777776,0.4861111111111111,0.027777777777777776,0.2361111111111111,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
troisième,0.013071895424836602,0.7320261437908496,0.013071895424836602,0.026143790849673203,0.1111111111111111,0.013071895424836602,0.0196078431372549,0.013071895424836602,0.0196078431372549,0.013071895424836602,0.013071895424836602,0.013071895424836602
lu,0.02564102564102564,0.47435897435897434,0.2692307692307692,0.038461538461538464,0.019230769230769232,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.019230769230769232,0.01282051282051282,0.01282051282051282,0.01282051282051282
##mina,0.8975903614457831,0.008032128514056224,0.004016064257028112,0.006024096385542169,0.004016064257028112,0.014056224899598393,0.006024096385542169,0.006024096385542169,0.004016064257028112,0.004016064257028112,0.004016064257028112,0.004016064257028112,0.004016064257028112,0.012048192771084338,0.004016064257028112,0.004016064257028112,0.006024096385542169,0.004016064257028112,0.004016064257028112
##ires,0.6801801801801802,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.03153153153153153,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.05855855855855856,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.013513513513513514,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009
##parer,0.9197396963123644,0.004338394793926247,0.004338394793926247,0.010845986984815618,0.006507592190889371,0.006507592190889371,0.004338394793926247,0.004338394793926247,0.004338394793926247,0.008676789587852495,0.004338394793926247,0.004338394793926247,0.004338394793926247,0.004338394793926247,0.004338394793926247,0.004338394793926247
soient,0.005865102639296188,0.9384164222873901,0.005865102639296188,0.008797653958944282,0.005865102639296188,0.005865102639296188,0.005865102639296188,0.008797653958944282,0.008797653958944282,0.005865102639296188
signes,0.023076923076923078,0.6076923076923076,0.015384615384615385,0.08461538461538462,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.023076923076923078,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385
marque,0.9044289044289044,0.009324009324009324,0.004662004662004662,0.004662004662004662,0.006993006993006993,0.006993006993006993,0.004662004662004662,0.009324009324009324,0.004662004662004662,0.004662004662004662,0.004662004662004662,0.004662004662004662,0.009324009324009324,0.006993006993006993,0.004662004662004662,0.004662004662004662,0.004662004662004662
époque,0.2972972972972973,0.05405405405405406,0.21621621621621623,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406
années,0.9242902208201893,0.012618296529968454,0.006309148264984227,0.006309148264984227,0.006309148264984227,0.006309148264984227,0.006309148264984227,0.006309148264984227,0.006309148264984227,0.006309148264984227,0.006309148264984227,0.006309148264984227
serve,0.8253012048192772,0.012048192771084338,0.018072289156626505,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338
##cla,0.9083333333333333,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.008333333333333333,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556
grands,0.9622641509433962,0.007547169811320755,0.007547169811320755,0.007547169811320755,0.007547169811320755,0.007547169811320755
petit,0.5586206896551724,0.013793103448275862,0.11724137931034483,0.013793103448275862,0.013793103448275862,0.013793103448275862,0.013793103448275862,0.013793103448275862,0.013793103448275862,0.0896551724137931,0.013793103448275862,0.013793103448275862,0.013793103448275862,0.013793103448275862,0.013793103448275862,0.020689655172413793,0.020689655172413793,0.027586206896551724
étoiles,0.9535398230088495,0.00663716814159292,0.004424778761061947,0.004424778761061947,0.004424778761061947,0.004424778761061947,0.004424778761061947,0.008849557522123894,0.004424778761061947,0.004424778761061947
plaça,0.9389671361502347,0.004694835680751174,0.02112676056338028,0.011737089201877934,0.004694835680751174,0.004694835680751174,0.004694835680751174,0.004694835680751174,0.004694835680751174
quatrième,0.589041095890411,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0547945205479452,0.0547945205479452,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0273972602739726
##duisent,0.9670932358318098,0.003656307129798903,0.003656307129798903,0.003656307129798903,0.007312614259597806,0.003656307129798903,0.003656307129798903,0.003656307129798903,0.003656307129798903
##onda,0.9125364431486881,0.008746355685131196,0.011661807580174927,0.0058309037900874635,0.0058309037900874635,0.011661807580174927,0.0058309037900874635,0.0058309037900874635,0.008746355685131196,0.0058309037900874635,0.0058309037900874635,0.0058309037900874635,0.0058309037900874635
animaux,0.8771929824561403,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.017543859649122806,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.011695906432748537
vivant,0.8282828282828283,0.015151515151515152,0.010101010101010102,0.010101010101010102,0.0707070707070707,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.015151515151515152
oiseaux,0.5208333333333334,0.2604166666666667,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.03125,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332
vol,0.9002849002849003,0.005698005698005698,0.014245014245014245,0.005698005698005698,0.005698005698005698,0.005698005698005698,0.017094017094017096,0.005698005698005698,0.005698005698005698,0.005698005698005698,0.005698005698005698,0.005698005698005698,0.005698005698005698,0.005698005698005698,0.005698005698005698
poissons,0.9535714285714286,0.023214285714285715,0.0035714285714285713,0.0035714285714285713,0.005357142857142857,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713
meu,0.8558823529411764,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.014705882352941176,0.011764705882352941,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.011764705882352941,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705
##vent,0.08148148148148149,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.3333333333333333,0.014814814814814815,0.02962962962962963,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.02962962962962963,0.014814814814814815,0.014814814814814815,0.037037037037037035,0.022222222222222223,0.022222222222222223,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.02962962962962963,0.014814814814814815
##isir,0.8671328671328671,0.006993006993006993,0.006993006993006993,0.01048951048951049,0.006993006993006993,0.01048951048951049,0.006993006993006993,0.01048951048951049,0.006993006993006993,0.01048951048951049,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.006993006993006993
oiseau,0.03076923076923077,0.010256410256410256,0.6102564102564103,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.05128205128205128,0.015384615384615385,0.02564102564102564,0.03076923076923077,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.015384615384615385,0.020512820512820513,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.015384615384615385
ail,0.9382940108892922,0.003629764065335753,0.0054446460980036296,0.0054446460980036296,0.010889292196007259,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.003629764065335753
##nit,0.96875,0.00390625,0.00390625,0.00390625,0.00390625,0.005859375,0.00390625,0.005859375
So,0.8082191780821918,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0410958904109589,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863
##ye,0.4357142857142857,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.21428571428571427,0.014285714285714285,0.03571428571428571,0.04285714285714286,0.02857142857142857,0.014285714285714285,0.03571428571428571,0.014285714285714285,0.02857142857142857,0.02142857142857143,0.014285714285714285,0.014285714285714285,0.014285714285714285
fé,0.7946127946127947,0.006734006734006734,0.016835016835016835,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.013468013468013467,0.006734006734006734,0.010101010101010102,0.013468013468013467,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.010101010101010102,0.006734006734006734,0.006734006734006734,0.013468013468013467,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734
##ds,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.6496350364963503,0.014598540145985401,0.014598540145985401,0.021897810218978103,0.014598540145985401,0.021897810218978103,0.014598540145985401,0.021897810218978103,0.021897810218978103,0.014598540145985401,0.021897810218978103,0.014598540145985401,0.021897810218978103,0.021897810218978103,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.021897810218978103
multi,0.7451923076923077,0.028846153846153848,0.014423076923076924,0.009615384615384616,0.019230769230769232,0.057692307692307696,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.028846153846153848,0.009615384615384616,0.009615384615384616,0.009615384615384616
##pli,0.8697916666666666,0.026041666666666668,0.010416666666666666,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666
##mp,0.9016393442622951,0.012295081967213115,0.00819672131147541,0.00819672131147541,0.012295081967213115,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541
##lis,0.9446153846153846,0.006153846153846154,0.006153846153846154,0.006153846153846154,0.009230769230769232,0.006153846153846154,0.006153846153846154,0.009230769230769232,0.006153846153846154
cinquième,0.005263157894736842,0.95,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.007894736842105263,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842
##tail,0.33613445378151263,0.01680672268907563,0.025210084033613446,0.47058823529411764,0.01680672268907563,0.01680672268907563,0.025210084033613446,0.025210084033613446,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563
reptiles,0.07801418439716312,0.028368794326241134,0.0425531914893617,0.014184397163120567,0.014184397163120567,0.28368794326241137,0.014184397163120567,0.014184397163120567,0.10638297872340426,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.014184397163120567,0.02127659574468085,0.028368794326241134,0.014184397163120567,0.014184397163120567,0.02127659574468085,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.014184397163120567
Fa,0.883495145631068,0.009708737864077669,0.038834951456310676,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669
##ison,0.9329140461215933,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195
image,0.8148148148148148,0.02356902356902357,0.006734006734006734,0.006734006734006734,0.020202020202020204,0.006734006734006734,0.006734006734006734,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.006734006734006734,0.006734006734006734,0.010101010101010102,0.006734006734006734,0.010101010101010102,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734,0.006734006734006734
res,0.9051987767584098,0.009174311926605505,0.0061162079510703364,0.0061162079510703364,0.01834862385321101,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364,0.0061162079510703364
##sem,0.24,0.54,0.06666666666666667,0.013333333333333334,0.013333333333333334,0.02,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.02,0.03333333333333333
##bla,0.821917808219178,0.00684931506849315,0.010273972602739725,0.00684931506849315,0.023972602739726026,0.023972602739726026,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.010273972602739725,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315
domi,0.8977900552486188,0.022099447513812154,0.008287292817679558,0.008287292817679558,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.008287292817679558,0.0055248618784530384,0.0055248618784530384,0.011049723756906077,0.008287292817679558,0.008287292817679558
##mpen,0.8949152542372881,0.011864406779661017,0.005084745762711864,0.025423728813559324,0.003389830508474576,0.005084745762711864,0.010169491525423728,0.003389830508474576,0.003389830508474576,0.003389830508474576,0.003389830508474576,0.003389830508474576,0.003389830508474576,0.006779661016949152,0.003389830508474576,0.003389830508474576,0.003389830508474576,0.003389830508474576,0.003389830508474576
##uje,0.9,0.011764705882352941,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.011764705882352941,0.008823529411764706,0.011764705882352941,0.0058823529411764705,0.008823529411764706,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705
##tti,0.6984732824427481,0.07633587786259542,0.011450381679389313,0.026717557251908396,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.011450381679389313,0.007633587786259542,0.011450381679389313,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.015267175572519083,0.007633587786259542,0.011450381679389313,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542
##nez,0.6041666666666666,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.20833333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332
animal,0.5384615384615384,0.1282051282051282,0.0641025641025641,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.038461538461538464,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.038461538461538464
donne,0.9311475409836065,0.01639344262295082,0.006557377049180328,0.006557377049180328,0.019672131147540985,0.006557377049180328,0.006557377049180328,0.006557377049180328
arbre,0.8434782608695652,0.008695652173913044,0.008695652173913044,0.013043478260869565,0.008695652173913044,0.008695652173913044,0.021739130434782608,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.013043478260869565,0.013043478260869565
nou,0.8343023255813954,0.09302325581395349,0.00872093023255814,0.020348837209302327,0.011627906976744186,0.011627906976744186,0.005813953488372093,0.005813953488372093,0.00872093023255814
##rri,0.009584664536741214,0.8722044728434505,0.009584664536741214,0.04153354632587859,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.009584664536741214,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476,0.006389776357827476
##ture,0.9326923076923077,0.004807692307692308,0.01201923076923077,0.007211538461538462,0.004807692307692308,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.004807692307692308,0.004807692307692308
