subword,entropy
No,0.5282928870815107
princípio,2.152256268328566
criou,3.040600381623378
forma,0.7501564281689663
va,1.3018818727932555
##zia,1.104346648968883
face,1.1982200759571184
##ismo,2.9789443127086095
Espírito,1.4524082883434914
##ava,0.3852303839353897
águas,0.5507565371159624
Disse,1.4815887581803762
ha,0.5968947664089409
##ja,0.7562893082430375
luz,1.684261136130634
Vi,1.0839490481955876
boa,0.6608042097855377
separa,1.2111299277563399
cha,1.1926472346641754
##mou,0.4909015658226201
noite,0.7282548848782037
tarde,1.0221630596547506
##hã,0.8889848357845969
primeiro,0.27894818110993513
firma,0.7034108642380986
##mento,0.4234699510505118
Fe,0.4313301398588491
##paro,0.669142136498305
deb,0.6308627539803655
##xo,1.9469961733891137
cima,1.5367673513269966
Cham,0.9037597377993221
##jun,3.309291169803319
##tem,2.2902451962597956
num,1.10640421331971
apare,0.7100087296301799
seco,0.6729464358845512
aj,0.26830440178495685
##unta,1.5817022334076754
mare,3.8080391516376593
viu,0.2820377488655426
bom,0.2599951739629071
Pro,2.8574360199441005
##duz,0.8013824786335617
##lva,4.150410872541982
er,1.8139137095289297
d,2.2263508893041433
seme,0.5336412671285126
ár,1.5562848509536393
##vores,0.42983524238838805
fr,3.038428203467416
##utí,0.34523143313841603
##fera,2.4441113560650494
espécies,4.254195650150781
fruto,1.1731125771276958
tenha,0.6446234203103052
produz,2.5384032244222032
davam,3.6927859185046272
terceiro,0.8790907026013458
lu,0.9139514141107754
##mina,2.0325949861454484
sejam,1.523559106852712
sina,1.635804621370478
sir,0.23981124762844974
##umi,2.8525698011240905
grandes,0.6931668678111873
maior,0.34341786491211884
govern,1.262289269632569
menor,2.909251868956376
estrelas,1.2367130774295119
##ôs,0.9566705554852255
quarto,0.8424670267187392
seres,3.407511658375636
vivent,0.7218879158697109
aves,1.9917998249024755
acima,3.149854677419042
C,2.904762778474802
##rio,2.450948848180884
##stro,3.6721171070011525
marin,0.6272606119900246
arra,0.9279583223783386
produzir,3.702556699013745
abundant,2.240256341063597
##emente,0.5375157529045114
ave,2.4749202721569397
vo,1.8877357062310656
espécie,2.8785843826957223
##en,1.0852187773682096
##uti,2.8258932246554043
##fica,0.8983985135705026
multi,0.6575007213867067
##pli,0.7957878390013378
##che,1.2851609290692263
quinto,0.9270307959867286
animais,0.1508601848567163
dom,3.9203952604269294
##ést,0.4534827839717108
##icos,3.864578373902384
r,3.032465365629919
##ép,3.669158053396227
##tei,0.4754457682862011
selva,2.50675767907074
##gens,0.2809806321480777
Fa,1.4741114442770424
imagem,1.5709318718236853
conforme,1.157619890884955
##lha,1.2416226942926765
##nça,1.4032376647562288
##ne,4.866241583618345
peixes,3.5465081778029863
mar,0.3500891161335504
##til,2.457656981167496
##sta,0.8898236357487347
##je,1.8619166870928894
##ita,0.32064640174385334
domina,1.218911039974923
dado,1.0758724285855499
ã,0.8765806656403675
##time,2.177264983586137
verdes,3.110577243331642
##zera,0.5375392396703755
sexto,2.960880760645257
acaba,0.8437852555557177
exército,1.3257522071443923
Ora,0.79470761996792
haven,1.48589789647137
completa,3.553049819873403
sé,2.5143420477604503
##timo,1.3412188145506347
obra,0.9182958340544896
feito,0.4151684952674323
##cans,0.8355551283888842
nesse,0.46179120452276623
Abe,1.5163576604664255
##nç,2.9128318350087117
santi,0.4197708609810617
##fico,0.6188377350223516
criado,0.44068618125344416
nenhuma,1.1531506192126644
planta,0.4409924215117342
campo,0.9828586897127056
bro,0.9723715713871662
##tado,1.2539643844002935
cho,1.1039076191217416
lav,0.6078391858869
Um,0.36036318975248827
##gav,0.781591299284802
formou,0.3531906362081837
so,0.8984059248207631
##pro,0.8824813650157278
nar,3.3218013845676984
##inas,1.941016709602254
##ôle,3.8952242338805303
tornou,0.4548551122406127
alma,2.8118030070696323
plant,0.7140343700099774
ja,0.4657336225412091
##rdi,3.716604270868347
banda,1.291140672050346
oriente,1.5379044009924534
É,0.6704296715338551
##tar,0.7253530462771888
qualidade,4.860549565906222
