subword,entropy
počátku,1.4523655965262765
##řil,0.5802523889031885
Ze,1.221218335899875
##čná,0.2410432776833361
pus,0.7433603995028627
prop,0.501234700720282
##ast,2.4998300439234584
Duc,2.050674954752818
##zn,0.5015382169578532
voda,0.29219630846466477
Bu,1.1063289189425194
!,2.214481211659848
odd,0.6437761291860171
##my,1.0487840438922786
več,2.5221605556976785
##er,0.3321529979030002
##tro,0.5568168501377234
první,0.7489979976024211
Ř,0.576239642214796
##loh,2.1740373573394702
vody,0.7316797891249377
stalo,1.5584997472301265
##bem,0.5608132984291478
druhý,0.429326525148118
##hro,0.44963457561384285
jedno,1.1639720720131437
such,1.8116576002324163
zemí,0.44437915409642054
shromáždění,0.29883160710613715
moře,0.5158929692998421
Potom,1.0
##plo,0.8628745423621546
##yd,0.9527923242390612
##ávají,0.7271903417858752
##om,0.6535539012863185
##od,0.5885347964099178
ovo,0.4062661171039492
##kolen,0.8229007262766728
němž,0.36196302789988133
seme,1.5030906469409167
##šej,0.4518137832988197
##ící,0.24422141909268297
třetí,0.49557850240461426
Op,0.9053105664790062
##bes,0.6660844754404474
##ělo,1.0384565830636883
##vala,0.8485504995473894
noci,0.7699197304442549
zna,0.8440134571235796
##mení,1.1792557470945948
##zm,1.306716770577911
##ření,0.6318371025888183
čas,0.5625313080732509
##íti,2.153657709736895
##cov,0.6826622770515496
##ala,1.4990146654901153
dvě,0.4393828200223259
větší,0.5157897509413517
dr,0.7639067909618636
menší,0.5960392512396568
též,0.1434091859397038
##zdy,1.6832549524620501
postavil,0.5910597926334284
##žela,4.513730018406259
##tý,1.4143973906940663
##yde,1.181484057050337
##jnosti,3.0525085143588337
vel,1.5324415778734342
##ija,1.0138187559295135
##ivo,1.0796250847713333
##jící,0.5939763875113232
vydal,0.7522735371176639
##ik,1.137586253165362
pt,0.6640729469340719
##act,0.340187905794069
##dla,1.1707250748609825
mají,0.29414035257774923
##hna,0.9884362791852288
Pl,0.7583979645335328
##řské,0.4696528936172054
##žuje,1.1437383639940208
jednu,2.1929552444391853
ka,0.23747666320220484
jejího,1.27844043825535
##vada,1.793637479670151
##pla,1.1596314250581667
##zy,1.2392870948567574
##ms,2.5990915167853146
vedl,0.9113423759758417
opět,0.5295150056323025
U,0.9516206549903061
