subword,entropy
loi,0.739643021944689
##vaan,1.197923550533492
aut,0.4275400641218004
##io,2.006018191958321
syv,0.7470594998122378
##den,0.7484387779407186
Henk,0.4364548572339161
##ikk,0.8131027451179149
vette,2.016226068384932
Tu,0.6368327504318841
##lko,0.7712235041341557
##keus,2.1901113134153887
##otti,1.364534150543391
##yde,1.7165596876585518
##tsu,1.3093389793142063
##yden,0.4458486592165075
e,2.0500348229187693
##hto,0.605693314282638
##mu,0.6191142135119074
ensimmäinen,0.6901790128925005
##vah,1.3180376309321749
##otta,0.50590033844197
vede,0.9961243202097078
ve,0.50847066762375
##sis,2.5593217794543923
alla,0.5007667355542349
##htui,1.6127592884011044
##hv,0.5284782675727615
##uuden,0.3940862926836289
toinen,0.3445287128894478
Ko,0.4993006247638646
##oot,0.37394692321752987
##hteen,1.7420509437601888
kui,0.5288771046481258
##viin,2.2379440317950365
maak,0.9384627722116037
##ont,1.2590531854822165
##une,0.974401869731407
mere,0.546558758749861
Ka,0.9494520153879484
##vak,0.6422759619239448
##hant,3.365262962538694
##oh,0.33461695030819016
##ev,1.9280148208386243
##ment,2.557949855580775
hed,0.7438899781060597
##jien,1.9765855926450624
kant,0.34212073737844373
jossa,1.5868882711505279
##men,1.0296081745258154
kolmas,0.6888590266073664
##uteen,0.5590325057622969
##äivää,0.6365512519944081
##östä,1.7716131547952259
merk,0.944874389776043
##kei,0.33523612351465487
oso,0.4347128838666023
##amas,1.9848295660531734
##koja,0.69292681756088
##viä,0.5465199095656568
##osia,0.6712919226786402
##oin,0.5580827381407772
##udella,0.20590178014502514
pais,0.4139324156146696
##tama,1.061240231355222
suur,0.7990355084812795
##mman,2.579939418181063
hall,1.887084219548933
##emaan,0.7590076866695961
pie,2.482730924564863
##nem,4.359594042078457
##män,0.4664625462285463
##ötä,0.5284633855782361
pani,0.5069968719699437
##tamaan,0.44905576393443625
Vi,0.6054748829009581
##lis,0.8652450389376378
##nto,2.8480869102900823
lent,3.0011230289340944
linn,0.7093757458196837
meri,0.3997589964098173
##met,0.668391133207691
##nais,2.2048120679058147
##uvat,0.9189115951665563
vil,1.6569066520352973
##ise,0.6292509709679216
##ävät,0.7180351725798679
##nno,3.8787144291744258
##jin,3.4893582019503104
##ive,0.4726894948862311
##kk,0.7619588396923876
##unas,1.0180972092833578
##oen,1.5387262235927965
Ol,0.5658669920994043
##llis,0.47051443231190765
##sää,0.6950968511579377
##nty,0.850312207535701
##ides,2.7689790223682214
Tuo,1.182366715391273
mate,0.8564989027079882
##lija,0.43226210575392143
met,0.6488083821556014
Te,1.5733818437522877
##sem,0.7676037394029397
kalt,0.8111063460079276
##aise,0.4027049781935963
vall,0.539071402954542
kala,1.4259550000614274
ihmisen,0.8910609045362669
##sens,1.6882600464886799
##vaksi,0.9172729149114642
nai,0.5129056447290926
##seksi,2.4040370882323705
alam,0.1970294421596846
annan,0.6219961168158397
joita,1.691769774780214
kasvaa,2.0552602782732605
##alla,0.8035188069376175
joissa,0.8882068545158796
##nok,0.6082440819685313
##kill,1.7932520660447822
##mill,0.9843524396330752
##uille,3.9553083930943265
##ävä,0.7171151772228596
##her,1.1145635842933415
##kke,2.4513230767387637
sangen,0.8024686868495421
##des,1.2692325086861889
##mii,1.2545131233198197
##vas,1.38538945221766
päätti,4.778864088188097
##kes,1.92775105247635
##äivän,0.5790264892415645
##hit,0.6985819039457685
##omis,2.3796746306665764
Tämä,0.47880703176658646
##tom,0.9026748331070593
##oti,1.370362901770025
##ih,0.538342019484564
aikaan,0.6277834441965611
yhtä,1.0143856771258422
##don,1.2441485628762776
pensa,4.795470452190761
##dol,2.0412337876517297
sat,0.31191451631999495
##jele,4.4505623791341264
nousi,0.37797845322913864
##teli,1.1621495424510546
pin,3.580429825942792
##nan,1.6268973912276772
tomu,0.4917056582591155
##hal,3.2395482947198837
##rami,2.533940947288573
##ins,1.7945200715403582
##gen,0.8612266704449897
##isestä,3.618812644449823
##lu,0.40904771790814326
##utti,0.8137285147845822
para,0.6863009707154234
##tii,1.1097718178710618
##eden,4.6852031408806365
it,0.4912857513545381
##etti,0.299813946577838
sinne,0.9182958340544896
ih,0.7601729339463045
##ania,5.428334207948724
##öd,0.8528733357219334
##kell,2.242912210613658
##sia,0.5496072411241215
jak,1.0328298845041073
haar,0.5048150032370614
Ensimmäisen,4.485759930010263
nimi,0.5125563231098854
Pi,1.4654463732127503
##ison,4.428954668199463
##ert,0.9483283116502498
Ha,0.6215291422830655
kultaa,1.0169155335721987
Sie,0.3606702944791993
##elli,0.537282308609838
##ve,0.7535811382753914
To,0.7463770690285991
##ran,1.103253598461261
G,1.2246713399181044
##ii,1.8113658125787246
##hon,2.294596836183755
##usi,0.3709689756619357
##lman,0.3001402435129444
Hi,0.4326565824182532
Ass,0.912718135838944
##urin,1.1556095069845438
##se,0.7086088176287766
Eu,1.436143017007634
##fra,0.5018943264906872
##siin,1.2098789016501317
##mään,2.3055274678159288
varje,0.2794733064626403
##lema,1.3491588717130099
Sy,2.821161947512471
##paa,0.6261121134319904
puis,0.32176085318086517
##öt,1.3823883252959568
pitää,0.3283939404846705
##malla,1.126773187915215
olla,0.39307398793600995
teen,1.3909530932902876
av,0.9023932827949789
so,0.603425622663015
##pi,2.122232894439091
##nnon,4.32506576074974
Aa,0.6014778261519147
##dami,4.0888242846150895
##tynyt,0.3309608058673107
ap,0.9248856775954748
##pin,0.6663731752160781
ras,1.1014091134379436
une,2.31428361604377
nuk,0.39221138719789334
yhden,0.2663543015802627
##lki,0.9333488382959684
